,film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,fulltext,category_name,amount,name,actors
773,812,Smoking Barbarella,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,2006,1,7,0.99,50,13.99,PG-13,['Behind the Scenes'],"'barbarella':2 'cat':18 'convent':22 'cow':9 'lacklustur':4 'mad':8,12 'must':15 'mysql':21 'saga':5 'scientist':13 'sink':16 'smoke':1",Documentary,17.84,English             ,"Karl Berry, Alec Wayne, Carmen Hunt, Minnie Zellweger, Renee Tracy, Vivien Basinger"
774,813,Smoochy Control,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,2006,1,7,0.99,184,18.99,R,['Behind the Scenes'],'ancient':19 'china':20 'control':2 'documentari':5 'face':14 'feminist':11 'husband':8 'mad':16 'must':13 'scientist':17 'smoochi':1 'thrill':4,Sports,14.88,English             ,"Daryl Wahlberg, Jayne Silverstone"
775,814,Snatch Slipper,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,2006,1,6,4.99,110,15.99,PG,['Commentaries'],'berlin':19 'defeat':14 'feminist':11 'forens':16 'insight':4 'must':13 'panorama':5 'psychologist':17 'slipper':2 'snatch':1 'woman':8,Comedy,117.80000000000001,English             ,"Scarlett Bening, Cate Mcqueen, Rita Reynolds"
776,815,Snatchers Montezuma,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006,1,4,2.99,74,14.99,PG-13,['Commentaries'],'bore':4 'canadian':20 'epistl':5 'escap':15 'man':17 'montezuma':2 'must':14 'rocki':21 'snatcher':1 'sumo':8 'woman':12 'wrestler':9,Classics,37.910000000000004,English             ,"Joe Swank, Tim Hackman, Goldie Brody, Fay Kilmer, Spencer Depp, Kenneth Hoffman, Rock Dukakis, Bela Walken, Reese West"
777,816,Snowman Rollercoaster,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,1,3,0.99,62,27.99,G,['Trailers'],'cow':17 'display':5 'fate':4 'girl':11 'lumberjack':8 'mad':16 'manhattan':20 'must':13 'penthous':21 'rollercoast':2 'snowman':1 'succumb':14,Animation,65.79,English             ,"Uma Wood, Woody Hoffman, Matthew Carrey"
778,817,Soldiers Evolution,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,2006,1,7,4.99,185,27.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'confront':15 'evolut':2 'first':20 'lacklustur':4 'man':21 'must':14 'panorama':5 'pioneer':12 'shark':9 'soldier':1 'space':22 'station':23 'student':17,Sci-Fi,36.93,English             ,"Johnny Lollobrigida, Uma Wood, Cuba Olivier, Judy Dean, Sean Guiness, Russell Bacall, Minnie Kilmer, Ed Guiness, Mary Keitel"
779,818,Something Duck,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,2006,1,4,4.99,180,17.99,NC-17,"['Commentaries', 'Behind the Scenes']",'bore':4 'car':9 'charact':5 'duck':2 'first':20 'frisbe':17 'husband':12 'man':21 'must':14 'outgun':15 'someth':1 'space':22 'station':23 'studi':6,Drama,120.82000000000001,English             ,"Ed Mansfield, Laura Brody, Michael Bolger"
780,819,Song Hedwig,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,2006,1,3,0.99,165,29.99,PG-13,"['Trailers', 'Deleted Scenes']",'amaz':4 'confront':14 'convent':20 'documentari':5 'hedwig':2 'husband':11 'man':8 'must':13 'mysql':19 'song':1 'squirrel':16,Music,31.900000000000002,English             ,"Kenneth Pesci, Kevin Garland, Debbie Akroyd, Gregory Gooding, John Suvari"
781,820,Sons Interview,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,2006,1,3,2.99,184,11.99,NC-17,"['Commentaries', 'Behind the Scenes']",'ancient':20 'battl':16 'charact':5 'china':21 'cow':13 'explor':9 'hunter':18 'interview':2 'mad':12 'must':15 'son':1 'studi':6 'taut':4,Animation,75.85000000000001,English             ,"Sandra Kilmer, Parker Goldberg, Whoopi Hurt, Humphrey Willis, Jeff Silverstone, Cuba Birch"
782,821,Sorority Queen,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,2006,1,6,0.99,184,17.99,NC-17,"['Trailers', 'Deleted Scenes']",'boat':23 'compos':13 'display':7 'fast':5 'fast-pac':4 'fight':16 'forens':18 'jet':22 'must':15 'pace':6 'psychologist':19 'queen':2 'soror':1 'squirrel':10,Foreign,19.88,English             ,"Rip Crawford, Cate Harris, River Dean, Ben Harris"
783,822,Soup Wisdom,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,2006,1,6,0.99,169,12.99,R,['Behind the Scenes'],"'butler':13,18 'convent':22 'defeat':16 'display':7 'fast':5 'fast-pac':4 'must':15 'mysql':21 'pace':6 'robot':10 'soup':1 'wisdom':2",Family,11.93,English             ,"Matthew Leigh, Kim Allen"
784,823,South Wait,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,2006,1,4,2.99,143,21.99,R,"['Commentaries', 'Behind the Scenes']",'abandon':19 'amaz':4 'amus':20 'car':8 'documentari':5 'escap':14 'lumberjack':16 'must':13 'park':21 'robot':11 'south':1 'wait':2,Action,102.79,English             ,"Michelle Mcconaughey, Gary Penn"
785,824,Spartacus Cheaper,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,2006,1,4,4.99,52,19.99,NC-17,"['Deleted Scenes', 'Behind the Scenes']",'agent':13 'cheaper':2 'chef':9 'manhattan':21 'must':15 'overcom':16 'panorama':5 'pastri':8 'penthous':22 'secret':12 'spartacus':1 'student':18 'thrill':4,Family,60.910000000000004,English             ,"Chris Bridges, Vivien Basinger, Jeff Silverstone"
786,825,Speakeasy Date,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,2006,1,6,2.99,165,22.99,PG-13,"['Deleted Scenes', 'Behind the Scenes']",'car':12 'date':2 'drama':5 'forens':8 'lacklustur':4 'man':17 'manhattan':20 'must':14 'penthous':21 'psychologist':9 'redeem':15 'speakeasi':1,Action,41.89,English             ,"Nick Stallone, Kirsten Akroyd, Harvey Hope"
787,826,Speed Suit,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,1,7,4.99,124,19.99,PG-13,"['Commentaries', 'Behind the Scenes']",'ancient':19 'brilliant':4 'china':20 'display':5 'frisbe':8 'mad':11 'must':14 'robot':17 'scientist':12 'speed':1 'succumb':15 'suit':2,Travel,44.92,English             ,"Bette Nicholson, Sandra Kilmer, Meg Hawke, Daryl Crawford, Chris Depp, Will Wilson"
788,827,Spice Sorority,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,2006,1,5,4.99,141,22.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'abandon':19 'defeat':14 'display':5 'fate':4 'hunter':11 'husband':16 'mine':20 'must':13 'pioneer':8 'shaft':21 'soror':2 'spice':1,Drama,106.81,English             ,"Ed Chase, Woody Hoffman, Tom Mckellen, Kirk Jovovich, Fay Kilmer, Scarlett Damon, Morgan Mcdormand, Michael Bening, Jon Chase, Gene Mckellen, Gregory Gooding"
789,828,Spiking Element,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,2006,1,7,2.99,79,12.99,G,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'dentist':8 'dog':17 'element':2 'epistl':5 'find':15 'lacklustur':4 'monasteri':20 'must':14 'spike':1 'technic':11 'writer':12,Classics,38.88,English             ,"Daryl Wahlberg, Susan Davis, Walter Torn, William Hackman, Debbie Akroyd, Burt Temple"
790,829,Spinal Rocky,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,2006,1,7,2.99,138,12.99,PG-13,"['Commentaries', 'Deleted Scenes']",'california':19 'defeat':15 'epistl':5 'explor':17 'lacklustur':4 'must':14 'rocki':2 'spinal':1 'squirrel':12 'sumo':8 'wrestler':9,Family,39.870000000000005,English             ,"Cameron Streep, Parker Goldberg, Natalie Hopkins, Mary Tandy, Christopher Berry, Chris Bridges, Russell Bacall, Cate Harris"
791,830,Spirit Flintstones,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,2006,1,7,0.99,149,23.99,R,"['Commentaries', 'Deleted Scenes']",'ancient':18 'brilliant':4 'car':11 'cat':8 'confront':14 'explor':16 'flintston':2 'japan':19 'must':13 'spirit':1 'yarn':5,Horror,14.86,English             ,"Julia Mcqueen, Parker Goldberg, Henry Berry, James Pitt, Spencer Peck, Penelope Monroe, Whoopi Hurt, River Dean, Vivien Basinger, Michael Bening, Gregory Gooding"
792,831,Spirited Casualties,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,2006,1,5,0.99,138,20.99,PG-13,"['Commentaries', 'Behind the Scenes']",'baloon':19 'car':16 'casualti':2 'face':14 'factori':20 'man':11 'must':13 'spirit':1 'stori':5 'taut':4 'waitress':8,Sci-Fi,18.9,English             ,"Goldie Brody, Christian Neeson, Sidney Crowe, Gina Degeneres, Renee Tracy"
793,832,Splash Gump,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,1,5,0.99,175,16.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':11 'conquer':14 'crocodil':8 'gump':2 'hunter':16 'must':13 'saga':5 'shark':19 'splash':1 'tank':20 'taut':4,Family,33.86,English             ,"Penelope Guiness, Jennifer Davis, Uma Wood, Cameron Streep, Christian Neeson, Ray Johansson, Gene Willis, Morgan Williams, Humphrey Willis, Al Garland"
794,833,Splendor Patton,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,5,0.99,134,20.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'astronaut':16 'berlin':18 'dog':8 'explor':11 'find':14 'must':13 'patton':2 'splendor':1 'stori':5 'taut':4,Children,40.79,English             ,"Uma Wood, Sandra Kilmer, Kirk Jovovich, Adam Grant, Ben Willis, Charlize Dench, Christopher West, Al Garland, Groucho Williams, Bela Walken"
795,834,Spoilers Hellfighters,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,2006,1,4,0.99,151,26.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'defeat':15 'dog':17 'fanci':4 'gulf':20 'hellfight':2 'mexico':22 'must':14 'spoiler':1 'squirrel':12 'stori':5 'technic':8 'writer':9,Documentary,18.91,English             ,"Rip Winslet, Michelle Mcconaughey, Milla Keitel, Daryl Crawford, Humphrey Willis, Gregory Gooding, Burt Temple"
796,835,Spy Mile,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,2006,1,6,2.99,112,13.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'baloon':19 'confront':14 'documentari':5 'feminist':8,11,16 'mile':2 'must':13 'spi':1 'thrill':4",Games,94.73,English             ,"Woody Hoffman, Johnny Cage, Henry Berry, Ellen Presley, Jim Mostel, Sidney Crowe, Whoopi Hurt, Greta Malden"
797,836,Squad Fish,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,2006,1,3,2.99,136,14.99,PG,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'berlin':21 'chef':11 'display':7 'dog':14 'fast':5 'fast-pac':4 'fish':2 'kill':17 'must':16 'pace':6 'pastri':10 'squad':1 'teacher':19,Sports,27.93,English             ,"Audrey Olivier, Parker Goldberg, Milla Keitel, Frances Tomei, Matthew Carrey"
798,837,Stage World,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,2006,1,4,2.99,85,19.99,PG,"['Commentaries', 'Behind the Scenes']",'boat':20 'chase':14 'crocodil':16 'frisbe':11 'jet':19 'lacklustur':4 'must':13 'panorama':5 'stage':1 'woman':8 'world':2,Comedy,46.900000000000006,English             ,"Walter Torn, Bela Walken"
799,838,Stagecoach Armageddon,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,2006,1,5,4.99,112,25.99,R,"['Trailers', 'Deleted Scenes']",'armageddon':2 'butler':11 'california':18 'car':16 'chase':14 'display':5 'must':13 'pioneer':8 'stagecoach':1 'touch':4,Action,138.77,English             ,"Karl Berry, Sandra Peck, Woody Jolie, Sean Guiness, Kirsten Akroyd, Morgan Hopkins"
800,839,Stallion Sundance,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,2006,1,5,0.99,130,23.99,PG-13,"['Deleted Scenes', 'Behind the Scenes']",'australia':21 'car':10 'dog':13 'fast':5 'fast-pac':4 'must':15 'outgun':16 'pace':6 'shark':19 'stallion':1 'sundanc':2 'tale':7,Sci-Fi,7.9399999999999995,English             ,"Val Bolger, Tom Mckellen, Rip Winslet, Woody Jolie, Kenneth Pesci, Kevin Garland, Jon Chase"
801,840,Stampede Disturbing,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,2006,1,5,0.99,75,26.99,R,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':21 'disturb':2 'fight':14 'frisbe':16 'lumberjack':11 'must':13 'stamped':1 'tale':5 'u':20 'u-boat':19 'unbeliev':4 'woman':8,Games,32.86,English             ,"Val Bolger, Natalie Hopkins, Rip Winslet, Mae Hoffman, Cate Harris, Vivien Basinger"
802,841,Star Operation,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,2006,1,5,2.99,181,9.99,PG,['Commentaries'],'car':12 'charact':5 'cow':18 'girl':9 'insight':4 'mad':17 'must':14 'oper':2 'pursu':15 'shark':21 'star':1 'studi':6 'tank':22,Sports,83.80000000000001,English             ,"Johnny Lollobrigida, Susan Davis, Morgan Mcdormand, Morgan Williams, Will Wilson"
803,842,State Wasteland,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,2006,1,4,2.99,113,13.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'beauti':4 'boat':22 'cat':8 'chef':12 'cow':18 'display':5 'jet':21 'mad':17 'must':14 'outrac':15 'pastri':11 'state':1 'wasteland':2,Games,55.89,English             ,"Dan Torn, Sandra Kilmer, Penelope Pinkett, Ed Mansfield, Jada Ryder, Meryl Gibson, William Hackman"
804,843,Steel Santa,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,1,4,4.99,143,15.99,NC-17,"['Commentaries', 'Deleted Scenes']",'compos':10 'face':16 'fast':5 'fast-pac':4 'frisbe':13 'moos':18 'must':15 'nigeria':20 'pace':6 'santa':2 'steel':1 'yarn':7,Classics,136.78,English             ,"Uma Wood, James Pitt, Mary Keitel"
805,844,Steers Armageddon,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,2006,1,6,4.99,140,16.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'armageddon':2 'car':9,17 'charact':5 'convent':21 'girl':12 'must':14 'mysql':20 'steer':1 'studi':6 'stun':4 'succumb':15",Sports,85.85000000000001,English             ,"Dan Harris, Dan Streep, Fay Wood, Oprah Kilmer"
806,845,Stepmom Dream,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,2006,1,7,4.99,48,9.99,NC-17,"['Deleted Scenes', 'Behind the Scenes']",'build':14 'convent':21 'crocodil':8 'dream':2 'epistl':5 'forens':16 'must':13 'mysql':20 'psychologist':17 'stepmom':1 'teacher':11 'touch':4,Foreign,99.81,English             ,"Walter Torn, Angela Witherspoon, Debbie Akroyd, Michael Bolger"
807,846,Sting Personal,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,2006,1,3,4.99,93,9.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':20 'dog':11 'drama':5 'fanci':4 'fight':14 'frisbe':8 'jet':19 'madman':16 'must':13 'person':2 'sting':1,New,149.8,English             ,"Grace Mostel, Audrey Olivier, Gene Willis, Spencer Depp, Harrison Bale, Kevin Garland, Ben Harris"
808,847,Stock Glass,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,2006,1,7,2.99,160,10.99,PG,['Commentaries'],'ancient':18 'bore':4 'china':19 'crocodil':8 'epistl':5 'glass':2 'lumberjack':11 'moos':16 'must':13 'outgun':14 'stock':1,New,42.870000000000005,English             ,"Vivien Bergen, Gary Phoenix, Cameron Zellweger, Liza Bergman, Minnie Kilmer, Kenneth Hoffman, Jeff Silverstone"
809,848,Stone Fire,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006,1,3,0.99,94,19.99,G,['Trailers'],'astronaut':8 'boat':16 'crocodil':11 'drama':5 'find':14 'fire':2 'georgia':19 'intrepid':4 'must':13 'soviet':18 'stone':1,Travel,32.900000000000006,English             ,Milla Keitel
810,849,Storm Happiness,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,1,6,0.99,57,28.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']","'boat':17 'drama':5 'feminist':8 'happi':2 'insight':4 'must':14 'shark':12,20 'storm':1 'tank':21 'vanquish':15",Animation,42.74,English             ,"Christopher Berry, Gina Degeneres, Cate Harris, Ian Tandy, Kenneth Hoffman, Olympia Pfeiffer, Rock Dukakis, Gregory Gooding"
811,850,Story Side,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,2006,1,7,0.99,163,27.99,R,"['Trailers', 'Behind the Scenes']",'abandon':19 'boy':8 'cat':11 'dentist':16 'lacklustur':4 'mine':20 'must':13 'saga':5 'shaft':21 'side':2 'sink':14 'stori':1,Action,35.74,English             ,"Zero Cage, Angelina Astaire, Spencer Depp, Harvey Hope, Russell Close"
812,851,Straight Hours,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,2006,1,3,0.99,151,19.99,R,"['Commentaries', 'Behind the Scenes']",'agent':9 'bore':4 'girl':12 'hour':2 'must':14 'outback':20 'panorama':5 'secret':8 'sink':15 'straight':1 'waitress':17,Sports,55.81,English             ,"Dan Harris, Humphrey Willis, Burt Temple"
813,852,Strangelove Desire,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,2006,1,4,0.99,103,27.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes']",'abandon':21 'amus':22 'awe':5 'awe-inspir':4 'crocodil':18 'defeat':16 'desir':2 'inspir':6 'lumberjack':10 'must':15 'panorama':7 'park':23 'strangelov':1 'waitress':13,Children,79.78,English             ,"Jude Cruise, Ray Johansson, Angela Hudson, Groucho Sinatra, Walter Torn, Cuba Allen, Alan Dreyfuss, Michael Bening, Ed Guiness"
814,853,Stranger Strangers,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,2006,1,3,4.99,139,12.99,G,"['Commentaries', 'Deleted Scenes']","'awe':5 'awe-inspir':4 'explor':13 'fight':16 'first':21 'inspir':6 'man':22 'must':15 'space':23 'station':24 'stranger':1,2 'woman':10,18 'yarn':7",Children,65.9,English             ,"Helen Voight, Sandra Kilmer, Audrey Olivier, Val Bolger, Tom Mckellen, Dustin Tautou, Mae Hoffman, Michael Bening, Cuba Birch"
815,890,Tights Dawn,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,2006,1,5,0.99,172,14.99,R,"['Trailers', 'Behind the Scenes']",'agent':12 'baloon':20 'boat':8 'boy':17 'dawn':2 'epistl':5 'face':15 'must':14 'secret':11 'thrill':4 'tight':1,Sports,54.760000000000005,English             ,"Vivien Bergen, Tom Miranda, Morgan Hopkins, Ian Tandy, William Hackman"
816,854,Strangers Graffiti,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,2006,1,4,4.99,119,22.99,R,"['Trailers', 'Behind the Scenes']",'agent':10 'brilliant':4 'cat':18 'charact':5 'find':16 'graffiti':2 'gulf':21 'man':13 'mexico':23 'must':15 'secret':9 'stranger':1 'studi':6,Horror,104.86,English             ,"Zero Cage, Julia Mcqueen, Nick Stallone, Sean Williams, Jayne Nolte"
817,855,Streak Ridgemont,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,2006,1,7,0.99,132,28.99,PG-13,"['Trailers', 'Behind the Scenes']",'astound':4 'charact':5 'hunter':9 'man':17 'must':14 'new':19 'orlean':20 'ridgemont':2 'sink':15 'streak':1 'studi':6 'waitress':12,Documentary,17.87,English             ,"Sandra Kilmer, Sean Guiness, Daryl Wahlberg"
818,856,Streetcar Intentions,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,2006,1,5,4.99,73,11.99,R,['Commentaries'],"'charact':5 'crocodil':12 'gulf':20 'insight':4 'intent':2 'mexico':22 'must':14 'sink':15 'streetcar':1 'studi':6 'waitress':9,17",Horror,137.77,English             ,"Vivien Bergen, Sandra Kilmer, Christian Akroyd, Michelle Mcconaughey, Ellen Presley, Russell Bacall, Laurence Bullock"
819,857,Strictly Scarface,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,2006,1,3,2.99,144,24.99,PG-13,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'abandon':19 'chase':14 'crocodil':8 'dog':11 'fun':20 'hous':21 'hunter':16 'must':13 'reflect':5 'scarfac':2 'strict':1 'touch':4,Comedy,113.77000000000001,English             ,"Greg Chaplin, Daryl Crawford, Whoopi Hurt, Alan Dreyfuss"
820,858,Submarine Bed,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006,1,5,4.99,127,21.99,R,['Trailers'],'amaz':4 'bed':2 'car':8 'display':5 'fight':14 'georgia':19 'monkey':11 'must':13 'soviet':18 'submarin':1 'teacher':16,Comedy,78.87,English             ,"Jennifer Davis, Penelope Pinkett, Christian Akroyd, Ralph Cruz, Sean Guiness, Sidney Crowe, Groucho Dunst, Warren Jackman, Scarlett Bening, Gregory Gooding, Mary Keitel"
821,859,Sugar Wonka,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,1,3,4.99,114,20.99,PG,"['Trailers', 'Commentaries', 'Behind the Scenes']",'abandon':20 'administr':12 'amus':21 'astronaut':17 'conquer':15 'databas':11 'dentist':8 'must':14 'park':22 'stori':5 'sugar':1 'touch':4 'wonka':2,Animation,93.85000000000001,English             ,"Matthew Johansson, Christopher Berry, Gina Degeneres, Jada Ryder, Jon Chase"
822,861,Suit Walls,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,2006,1,3,4.99,111,12.99,R,['Commentaries'],'australia':18 'build':14 'dog':16 'frisbe':11 'lumberjack':8 'must':13 'panorama':5 'suit':1 'touch':4 'wall':2,Games,134.81,English             ,"Tom Miranda, Penelope Pinkett, Jessica Bailey, Morgan Mcdormand, Gene Hopkins"
823,862,Summer Scarface,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,2006,1,5,0.99,53,25.99,G,"['Deleted Scenes', 'Behind the Scenes']",'emot':4 'girl':16 'hunter':11 'lumberjack':8 'meet':14 'must':13 'panorama':5 'scarfac':2 'shark':19 'summer':1 'tank':20,Classics,32.86,English             ,"Alec Wayne, Dan Harris, Dustin Tautou, Angelina Astaire, Meg Hawke, Ewan Gooding, Cate Harris, Russell Close"
824,863,Sun Confessions,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,1,5,0.99,141,9.99,R,"['Trailers', 'Behind the Scenes']",'abandon':20 'amus':21 'beauti':4 'confess':2 'cow':9 'display':5 'dog':12 'mad':8 'must':14 'park':22 'redeem':15 'sun':1 'waitress':17,Sci-Fi,50.77,English             ,"Dan Torn, Lucille Tracy, Sylvester Dern, Cate Harris, Jada Ryder"
825,864,Sundance Invasion,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,2006,1,5,0.99,92,21.99,NC-17,"['Commentaries', 'Behind the Scenes']",'baloon':19 'confront':14 'drama':5 'epic':4 'explor':11 'factori':20 'hunter':16 'invas':2 'lumberjack':8 'must':13 'sundanc':1,Children,36.82,English             ,"Kenneth Paltrow, Charlize Dench, Sidney Crowe, Renee Tracy, Fay Winslet, Laurence Bullock, Debbie Akroyd"
826,865,Sunrise League,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,2006,1,3,4.99,135,19.99,PG-13,['Behind the Scenes'],'beauti':4 'butler':11 'crocodil':16 'epistl':5 'face':14 'leagu':2 'madman':8 'manhattan':19 'must':13 'penthous':20 'sunris':1,Animation,155.78,English             ,"Johnny Lollobrigida, Joe Swank, Tom Miranda, Sean Williams, Russell Bacall"
827,866,Sunset Racer,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,2006,1,6,0.99,48,28.99,NC-17,"['Commentaries', 'Behind the Scenes']",'astronaut':10 'awe':5 'awe-inspir':4 'california':22 'defeat':17 'forens':19 'inspir':6 'must':16 'psychologist':20 'racer':2 'reflect':7 'shark':14 'sunset':1,Family,11.93,English             ,"Angelina Astaire, Groucho Dunst, Morgan Mcdormand"
828,867,Super Wyoming,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,2006,1,5,4.99,58,10.99,PG,"['Trailers', 'Commentaries', 'Behind the Scenes']",'action':5 'action-pack':4 'chef':11 'discov':17 'explor':14 'must':16 'outback':23 'pack':6 'pastri':10 'saga':7 'shark':20 'super':1 'wyom':2,Family,78.88,English             ,"Tom Miranda, Nick Degeneres, Humphrey Garland"
829,868,Superfly Trip,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,2006,1,5,0.99,114,27.99,PG,"['Commentaries', 'Behind the Scenes']",'abandon':20 'beauti':4 'build':14 'fun':21 'hous':22 'lumberjack':8 'must':13 'saga':5 'superfli':1 'teacher':11 'technic':16 'trip':2 'writer':17,Travel,16.91,English             ,"Johnny Cage, Dan Harris, Sean Guiness, Warren Jackman, Richard Penn, Mena Hopper, Matthew Carrey"
830,869,Suspects Quills,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,1,4,2.99,47,22.99,PG,['Trailers'],'battl':14 'crocodil':11 'emot':4 'epistl':5 'man':16 'manhattan':19 'must':13 'penthous':20 'pioneer':8 'quill':2 'suspect':1,Action,118.73,English             ,"Johnny Cage, Michelle Mcconaughey, Minnie Zellweger, Russell Bacall, Greta Keitel, Vivien Basinger, Jeff Silverstone, Jayne Silverstone"
831,870,Swarm Gold,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,2006,1,4,0.99,123,12.99,PG-13,"['Trailers', 'Commentaries']",'boat':11 'conquer':14 'convent':21 'crocodil':8 'gold':2 'insight':4 'must':13 'mysql':20 'panorama':5 'sumo':16 'swarm':1 'wrestler':17,Horror,64.77,English             ,"Jessica Bailey, Burt Posey, Angelina Astaire, Woody Jolie, Spencer Peck, Matthew Carrey"
